Absorbance_time,Absorbance,,OH_time,OH_ppm,,H2O_time,H2O_ppm
2.48997161915847E-06,0.135356146523146,,0.005181347150259,118.605042935065,,-2.9950592097664E-06,1121.52196512326
4.5141815568044E-06,0.145497341612825,,0.004145077720207,124.756640592987,,2.20602948856232E-06,1242.81047506097
4.4706674896735E-06,0.156027745858508,,0.004145077720207,130.468415636923,,7.40549132148652E-06,1358.58716500808
4.41748362984681E-06,0.168898239936566,,0.007253886010363,134.860722838905,,1.05372072252346E-05,1468.84064690676
9.51668764474472E-06,0.184890868331268,,0.006217616580311,141.012320496827,,1.16060577960204E-05,1590.1063807288
1.051589955664E-05,0.193081585652606,,0.007253886010363,143.208701749274,,1.57757138278679E-05,1716.90101662819
1.35844471054282E-05,0.200493078845878,,0.01139896373057,141.449411293334,,2.20163695197005E-05,1860.2425005572
1.76924973690106E-05,0.206344915058929,,0.013471502590674,137.933562198931,,2.20489068277914E-05,1970.47890036914
1.97360468920481E-05,0.21180593048386,,0.014507772020725,135.296903029586,,2.82879356542195E-05,2108.30856430755
2.38666600052539E-05,0.212197557088039,,0.020725388601036,130.021763479243,,2.93584130904097E-05,2235.08611812019
2.80085545432715E-05,0.20985907888778,,0.023834196891192,126.944826392999,,3.35410840454936E-05,2405.97531394435
3.42342894072256E-05,0.203231241810894,,0.025906735751295,124.307711920741,,4.18576199935251E-05,2582.39910587477
3.42471824641533E-05,0.200111122034396,,0.029015544041451,122.109509456642,,4.70522012302357E-05,2681.64033585009
3.94527541987046E-05,0.190362762272982,,0.033160621761658,120.350219000701,,5.22549167939689E-05,2808.4406657784
4.25728739752035E-05,0.185293776360258,,0.037305699481865,118.151561233689,,5.64310802874346E-05,2957.28258164017
4.56962170159342E-05,0.179444760503409,,0.04559585492228,115.07234763288,,6.26636016522445E-05,3073.0649656162
5.08969538541376E-05,0.170866445658183,,0.055958549222798,111.992223426246,,6.88928692862453E-05,3177.82370961103
5.60928557959932E-05,0.163458175729143,,0.063212435233161,110.231567061566,,7.40858236575513E-05,3271.55311959576
5.61105837492688E-05,0.159168011036457,,0.069430051813472,108.4713659998,,8.13546582850561E-05,3398.36483758189
6.13097089553562E-05,0.150979711163292,,0.076683937823834,106.71070963512,,8.9651671848233E-05,3508.64678962515
6.54709430787653E-05,0.143961053298286,,0.081865284974093,105.390331187339,,0.000101046237142,3613.43400376457
6.86023442800759E-05,0.136161962581126,,0.088082901554404,104.069497436645,,0.000114505294633,3712.72078597121
7.48361373046098E-05,0.127584050643928,,0.097409326424871,102.747297777211,,0.000126928038863,3800.97823416775
7.90022063243668E-05,0.119395347862734,,0.101554404145078,100.988007321271,,0.000140375708297,3861.68227644022
8.52359993489006E-05,0.110817435925536,,0.10880829015544,100.106085578736,,0.000155892750525,3933.42134675172
9.14730156376665E-05,0.101459494044214,,0.115025906735751,98.3458845169692,,0.000172439598555,3994.14247111094
9.87430881127627E-05,0.09210195507092,,0.123316062176166,96.5847728493767,,0.000194145236782,4032.84478565235
0.000104968822977,0.085474117994034,,0.130569948186529,94.8241164846973,,0.000216885561407,4077.06461421327
0.000112234060555,0.077286623936927,,0.138860103626943,93.0630048171049,,0.000239624259166,4115.7726227836
0.000120533965953,0.068709517815787,,0.144041450777202,91.7426263693235,,0.000254090346343,4126.87597916962
0.000126761312449,0.061691665766839,,0.15440414507772,89.541236784833,,0.000270620925719,4132.47890362287
0.000138160386405,0.053115768369786,,0.166839378238342,87.3389365945163,,0.000291285370087,4143.61642418238
0.000147488513092,0.045709110072862,,0.172020725388601,86.018558146735,,0.000309883695392,4154.74255668406
0.000157844861069,0.039472899600154,,0.179274611398964,84.2579017820556,,0.000329515080229,4165.87438321465
0.000170268933051,0.032847479971442,,0.187564766839378,81.618055492319,,0.000349143211335,4165.98256976406
0.000186826841411,0.025833657002783,,0.195854922279793,80.2963111357986,,0.000368772969306,4171.60257630405
0.000203376691609,0.020769908894437,,0.204145077720207,79.4139340903503,,0.000393568024937,4177.25105298863
0.000216822538353,0.01687499697819,,0.210362694300518,77.6537330285839,,0.000419397766965,4188.41704369272
0.000233367553655,0.01298129378603,,0.216580310880829,77.2116339000337,,0.000442125076666,4188.54231232887
0.000255073014993,0.010259650050202,,0.224870466321244,75.4505222324412,,0.000467954818694,4199.70830303297
0.000267479359022,0.007924395114176,,0.233160621761658,73.6894105648488,,0.000492749874325,4205.35677971754
0.000285047760718,0.006371184662419,,0.241450777202073,72.3676662083284,,0.000516506989827,4194.46410240142
0.000306745163895,0.005599615786904,,0.246632124352332,71.0472877605471,,0.000546462462521,4183.60558925878
0.000328445790336,0.004048016967263,,0.260103626943005,69.2838995783895,,0.000572288950818,4183.74793998168
0.000349111748959,0.002886030211656,,0.266321243523316,67.5236985166231,,0.000597079125853,4172.86095669447
0.000377007489254,0.002116878784314,,0.278756476683938,65.3213983263065,,0.000628070911809,4173.03177756195
0.000402837117177,0.001346921540914,,0.284974093264249,64.4399318866842,,0.000655965146036,4178.69733633327
0.00043693119459,0.000580187561746,,0.29119170984456,63.5584654470619,,0.00068592387246,4178.86246317183
0.000463793878699,-0.000189366773625,,0.29740932642487,62.6769990074397,,0.000720016463878,4184.56218611666
0.000487554170984,-0.000180099888959,,0.304663212435233,61.7950772649044,,0.00074584457904,4190.21635683015
0.00052267808132,-0.000166401015973,,0.318134715025907,60.0316890827468,,0.000774770245933,4190.3757896398
0.000550572209983,-0.000545537471252,,0.330569948186529,59.1474908256463,,0.000815056313946,4179.57421678632
0.000578464727014,-0.00053465895447,,0.341968911917099,57.8243805603868,,0.000858446441151,4185.32518599139
