time_H2O,H2O_ppm,,time_OH,OH_ppm,,time_Abs,Abs
9.70997702026715E-06,1156.03043849001,,6.91244239631335E-06,43.6434911700121,,1.12781954887218E-05,0.075129947913882
3.7393110899907E-05,1319.57261856384,,1.61290322580645E-05,47.3378591531871,,1.12781954887218E-05,0.079824115765944
6.50896146859012E-05,1507.10041063769,,2.99539170506912E-05,45.6646460272786,,1.2531328320802E-05,0.08409180846854
9.27801762912936E-05,1683.96793071153,,3.91705069124424E-05,43.3187455540779,,1.2531328320802E-05,0.086225521128568
0.000120461824626,1844.84504278535,,4.60829493087558E-05,41.643212816627,,1.50375939849623E-05,0.089853367415694
0.000148133074144,1987.06667885914,,5.06912442396313E-05,40.9736182847246,,1.50375939849623E-05,0.093053936405737
0.000175797638709,2117.29550893291,,5.76036866359447E-05,39.969226486871,,1.62907268170426E-05,0.096468144044321
0.000203454032776,2232.86646500666,,6.45161290322581E-05,39.3004051588161,,1.62907268170426E-05,0.09860185670435
0.000231102256345,2333.77954708039,,8.75576036866359E-05,38.3014257878947,,2.00501253132832E-05,0.102016599108012
0.000258742309415,2420.0347551541,,0.000108294930876,37.3016732131259,,2.13032581453633E-05,0.105004064214591
0.000286380134168,2502.2923612278,,0.00013133640553,36.9738347818019,,2.5062656641604E-05,0.107138579022236
0.000314011273967,2572.55716130148,,0.000147465437788,36.6436767389354,,2.75689223057643E-05,0.109059455181339
0.000341637214359,2633.49422337515,,0.000175115207373,36.3173847153063,,3.00751879699247E-05,0.110126846276431
0.000369260926432,2690.43368344882,,0.000198156682028,35.6539758141836,,3.1328320802005E-05,0.111834083786992
0.00039688018187,2739.37793952247,,0.000228110599078,35.328456994402,,3.1328320802005E-05,0.114181167713024
0.000424496466218,2782.99205959611,,0.000267281105991,34.3348900504129,,3.50877192982455E-05,0.115462197456657
0.000452109036703,2819.94350966974,,0.000304147465438,33.676120372375,,4.01002506265664E-05,0.118023722178847
0.000479720121643,2854.22989174337,,0.000336405529954,33.3513747564408,,4.26065162907267E-05,0.11994459833795
0.000507329721038,2885.851205817,,0.000359447004608,32.6879658553181,,4.51127819548872E-05,0.121652103231051
0.000534936349342,2912.14238389062,,0.000382488479263,32.3601274239941,,5.13784461152882E-05,0.123360410271768
0.000562543720419,2939.76609596424,,0.000405529953917,32.03228899267,,5.6390977443609E-05,0.124428336131937
0.000590145892088,2958.06207003784,,0.000437788018433,31.0364024371385,,6.51629072681704E-05,0.124856950341715
0.000617749549302,2979.02311211145,,0.000470046082949,30.7116568212043,,7.39348370927317E-05,0.124005336955475
0.000645350235426,2994.65401818505,,0.000513824884793,29.7196362849101,,8.14536340852129E-05,0.123153456186697
0.000672952407095,3012.94999225866,,0.000552995391705,29.0616398107197,,8.7719298245614E-05,0.121661194237372
0.000700550864901,3024.58329633226,,0.000587557603687,28.0665264590357,,9.64912280701754E-05,0.119529353255115
0.00072815006548,3037.54913440585,,0.000617511520737,27.741007639254,,0.000101503759398,0.118250195189253
0.00075574703774,3046.51737047945,,0.000658986175115,26.7482138991123,,0.000110275689223,0.115904982940994
0.000783344752774,3056.81814055304,,0.000693548387097,26.4242414870256,,0.000116541353383,0.113345864661654
0.00081094023949,3063.12130862663,,0.000744239631336,25.4345405622738,,0.000124060150376,0.111000385030856
0.000838538697296,3074.75461270022,,0.000785714285714,24.4417468221322,,0.000129072681704,0.109294484432989
0.000866134184012,3081.05778077381,,0.000829493087558,24.1208672254353,,0.000135338345865,0.107802222483663
0.0008937304135,3088.6934828474,,0.000882488479263,22.7963690347323,,0.000144110275689,0.104390153905389
0.00092132441467,3092.33158292099,,0.000923963133641,22.1391457643893,,0.000151629072682,0.102044674274591
0.000948922129704,3102.63235299458,,0.000976958525346,21.150218043485,,0.000155388471178,0.100765248826191
0.000976513902557,3102.27285106816,,,,,0.00016290726817,0.098846511727398
0.00099658064645,3102.01139512167,,,,,0.000172932330827,0.095861453063669
,,,,,,0.000179197994987,0.092662220986321
,,,,,,0.000182957393484,0.091596166803923
,,,,,,0.000191729323308,0.088610840757655
,,,,,,0.000199248120301,0.08647873239286
,,,,,,0.000209273182957,0.084347158793142
,,,,,,0.000211779448622,0.083707579760211
,,,,,,0.000219298245614,0.081362100129413
,,,,,,0.000229323308271,0.078590412731687
,,,,,,0.000238095238095,0.076885314281436
,,,,,,0.000243107769424,0.075179413683569
,,,,,,0.000251879699248,0.072620830169307
,,,,,,0.000260651629073,0.070915731719056
,,,,,,0.000274436090226,0.069211702798961
,,,,,,0.000281954887218,0.066866223168162
,,,,,,0.000293233082707,0.064948288216986
,,,,,,0.000299498746867,0.063029283735655
