time,pressure,mass,temperature,H2,H,O,O2,OH,H2O,HO2,H2O2,N2,AR,Absorbance
2.21E-15,169820.7,0.689585174397303,1181.99999999988,1.20E-37,8.25E-28,6.01E-30,0.000556597228827,2.35E-14,0.001114195531806,7.06E-20,0.002048197716138,0,0.996281009523207,0.0753194
2.21E-11,169820.7,0.689585174397303,1181.99999879381,1.37E-29,9.40E-24,4.42E-23,0.000556597228761,2.36E-10,0.001114195531676,1.79E-15,0.002048197598153,0,0.996281009405903,0.0753194
9.43E-11,169820.7,0.689585174397303,1181.99999485767,2.16E-28,5.91E-23,1.83E-21,0.000556597228546,1.00E-09,0.001114195531259,1.53E-14,0.002048197213085,0,0.996281009023064,0.0753193
1.67E-10,169820.7,0.689585174397303,1181.99999092159,7.54E-28,1.49E-22,7.86E-21,0.000556597228331,1.77E-09,0.001114195530852,3.91E-14,0.002048196828007,0,0.996281008640224,0.0753193
2.39E-10,169820.7,0.689585174397303,1181.99998698558,1.88E-27,3.00E-22,2.10E-20,0.000556597228116,2.54E-09,0.001114195530456,7.41E-14,0.002048196442918,0,0.996281008257384,0.0753193
3.11E-10,169820.7,0.689585174397303,1181.99998304965,3.96E-27,5.38E-22,4.43E-20,0.000556597227901,3.31E-09,0.001114195530072,1.20E-13,0.002048196057817,0,0.996281007874545,0.0753193
4.65E-10,169820.7,0.689585174397303,1181.99997463757,1.51E-26,1.49E-21,1.47E-19,0.000556597227441,4.95E-09,0.00111419552929,2.58E-13,0.002048195234696,0,0.996281007056296,0.0753193
7.47E-10,169820.7,0.689585174397303,1181.99995927135,8.84E-26,5.54E-21,6.20E-19,0.000556597226601,7.95E-09,0.001114195527997,6.46E-13,0.002048193730891,0,0.996281005561527,0.0753192
1.25E-09,169820.7,0.689585174397303,1181.99993199563,6.59E-25,2.46E-20,2.93E-18,0.000556597225111,1.33E-08,0.001114195526136,1.77E-12,0.002048191060864,0,0.996281002907975,0.0753191
2.14E-09,169820.7,0.689585174397303,1181.99988331577,5.68E-24,1.22E-19,1.50E-17,0.00055659722245,2.28E-08,0.001114195524192,5.15E-12,0.002048186293332,0,0.99628099817123,0.075319
3.95E-09,169820.7,0.689585174397303,1181.99978492749,6.89E-23,7.74E-19,9.62E-17,0.000556597217071,4.20E-08,0.00111419552566,1.74E-11,0.00204817664872,0,0.996280988594264,0.0753186
5.75E-09,169820.7,0.689585174397303,1181.99968658643,2.71E-22,2.29E-18,2.85E-16,0.000556597211692,6.12E-08,0.001114195534352,3.68E-11,0.002048166996946,0,0.996280979017359,0.0753183
7.56E-09,169820.7,0.689585174397303,1181.99958829257,7.36E-22,5.02E-18,6.27E-16,0.000556597206313,8.04E-08,0.001114195550263,6.35E-11,0.002048157338013,0,0.996280969440514,0.0753179
1.05E-08,169820.7,0.689585174397303,1181.99943029687,2.49E-21,1.29E-17,1.62E-15,0.000556597197661,1.11E-07,0.001114195590994,1.22E-10,0.002048141787687,0,0.996280954037354,0.0753174
1.34E-08,169820.7,0.689585174397303,1181.99927242317,6.27E-21,2.65E-17,3.32E-15,0.00055659718901,1.42E-07,0.001114195650385,1.98E-10,0.002048126218858,0,0.99628093863435,0.0753168
1.63E-08,169820.7,0.689585174397303,1181.9991146714,1.33E-20,4.72E-17,5.91E-15,0.000556597180358,1.73E-07,0.001114195728424,2.94E-10,0.002048110631538,0,0.996280923231502,0.0753163
1.92E-08,169820.7,0.689585174397303,1181.99895704149,2.50E-20,7.68E-17,9.62E-15,0.000556597171707,2.04E-07,0.0011141958251,4.08E-10,0.002048095025739,0,0.996280907828809,0.0753158
2.52E-08,169820.7,0.689585174397303,1181.99863336337,7.30E-20,1.72E-16,2.16E-14,0.000556597153922,2.67E-07,0.001114196082342,7.00E-10,0.002048062884849,0,0.996280876163955,0.0753147
3.11E-08,169820.7,0.689585174397303,1181.99831019929,1.70E-19,3.25E-16,4.07E-14,0.000556597136137,3.30E-07,0.0011141964182,1.07E-09,0.002048030666014,0,0.99628084449976,0.0753137
4.80E-08,169820.7,0.689585174397303,1181.9973990068,9.76E-19,1.19E-15,1.49E-13,0.000556597085843,5.08E-07,0.001114197792792,2.55E-09,0.002047939123935,0,0.996280754950951,0.0753109
6.49E-08,169820.7,0.689585174397303,1181.99649190647,3.24E-18,2.93E-15,3.66E-13,0.00055659703556,6.86E-07,0.001114199793164,4.65E-09,0.002047846961533,0,0.996280665407443,0.0753082
8.18E-08,169820.7,0.689585174397303,1181.99558888388,8.05E-18,5.86E-15,7.32E-13,0.000556596985292,8.63E-07,0.001114202417058,7.37E-09,0.002047754181128,0,0.996280575869259,0.0753058
9.87E-08,169820.7,0.689585174397303,1181.99468992471,1.69E-17,1.03E-14,1.28E-12,0.000556596935047,1.04E-06,0.001114205662233,1.07E-08,0.00204766078503,0,0.996280486336421,0.0753035
1.16E-07,169820.7,0.689585174397303,1181.99379501473,3.15E-17,1.65E-14,2.05E-12,0.000556596884832,1.22E-06,0.001114209526457,1.47E-08,0.002047566775535,0,0.99628039680895,0.0753015
1.42E-07,169820.7,0.689585174397303,1181.9924167721,7.10E-17,3.03E-14,3.77E-12,0.000556596807132,1.49E-06,0.001114216729008,2.20E-08,0.002047419950509,0,0.996280258142764,0.0752986
1.68E-07,169820.7,0.689585174397303,1181.99104815859,1.39E-16,5.03E-14,6.24E-12,0.000556596729573,1.76E-06,0.001114225403325,3.09E-08,0.002047271667702,0,0.996280119489586,0.0752962
1.94E-07,169820.7,0.689585174397303,1181.98968912222,2.48E-16,7.75E-14,9.60E-12,0.000556596652205,2.02E-06,0.001114235541229,4.12E-08,0.002047121935557,0,0.996279980849498,0.0752942
2.20E-07,169820.7,0.689585174397303,1181.98833961134,4.11E-16,1.13E-13,1.40E-11,0.000556596575086,2.29E-06,0.001114247134588,5.29E-08,0.002046970762474,0,0.996279842222579,0.0752926
2.63E-07,169820.7,0.689585174397303,1181.9861636208,8.31E-16,1.91E-13,2.36E-11,0.000556596450289,2.72E-06,0.001114269092691,7.51E-08,0.002046721681044,0,0.996279616646483,0.075291
3.05E-07,169820.7,0.689585174397303,1181.98401250384,1.51E-15,3.00E-13,3.68E-11,0.00055659632666,3.15E-06,0.001114294849577,1.01E-07,0.002046468841205,0,0.996279391105808,0.0752905
3.76E-07,169820.7,0.689585174397303,1181.98048982464,3.47E-15,5.57E-13,6.79E-11,0.000556596124711,3.85E-06,0.001114346000183,1.53E-07,0.002046040159043,0,0.996279016125539,0.0752922
4.47E-07,169820.7,0.689585174397303,1181.97703435138,6.88E-15,9.31E-13,1.13E-10,0.000556595929119,4.54E-06,0.001114407405528,2.14E-07,0.002045601343093,0,0.996278641245644,0.0752969
4.99E-07,169820.7,0.689585174397303,1181.97452454976,1.07E-14,1.29E-12,1.56E-10,0.000556595790134,5.04E-06,0.00111445925766,2.66E-07,0.002045270797151,0,0.996278364405233,0.0753022
5.52E-07,169820.7,0.689585174397303,1181.97205050925,1.59E-14,1.74E-12,2.08E-10,0.000556595657029,5.54E-06,0.001114516560274,3.24E-07,0.002044934872581,0,0.996278087620985,0.0753092
6.04E-07,169820.7,0.689585174397303,1181.96961185356,2.28E-14,2.28E-12,2.71E-10,0.000556595530999,6.03E-06,0.001114579253143,3.87E-07,0.002044593632207,0,0.99627781089348,0.0753178
6.56E-07,169820.7,0.689585174397303,1181.96720821158,3.17E-14,2.91E-12,3.45E-10,0.000556595413332,6.52E-06,0.001114647276722,4.55E-07,0.002044247138228,0,0.996277534223293,0.075328
7.09E-07,169820.7,0.689585174397303,1181.96483921726,4.30E-14,3.66E-12,4.31E-10,0.000556595305411,7.00E-06,0.001114720572139,5.28E-07,0.002043895452223,0,0.99627725761099,0.0753397
7.61E-07,169820.7,0.689585174397303,1181.9625045095,5.70E-14,4.52E-12,5.29E-10,0.000556595208705,7.48E-06,0.001114799081189,6.07E-07,0.002043538635159,0,0.996276981057132,0.0753529
8.13E-07,169820.7,0.689585174397303,1181.96020373214,7.42E-14,5.51E-12,6.40E-10,0.000556595124768,7.95E-06,0.001114882746323,6.91E-07,0.002043176747396,0,0.996276704562269,0.0753677
8.94E-07,169820.7,0.689585174397303,1181.95670673275,1.08E-13,7.30E-12,8.41E-10,0.000556595023816,8.67E-06,0.001115022358962,8.30E-07,0.002042606435131,0,0.996276276480895,0.0753935
9.75E-07,169820.7,0.689585174397303,1181.95328898694,1.53E-13,9.45E-12,1.08E-09,0.000556594963856,9.38E-06,0.001115173993218,9.82E-07,0.002042024323706,0,0.996275848544316,0.0754229
1.06E-06,169820.7,0.689585174397303,1181.94994923835,2.10E-13,1.20E-11,1.35E-09,0.000556594951732,1.01E-05,0.001115337444373,1.15E-06,0.002041430628878,0,0.996275420754487,0.0754557
1.14E-06,169820.7,0.689585174397303,1181.94668625642,2.82E-13,1.49E-11,1.67E-09,0.000556594994673,1.08E-05,0.001115512511246,1.32E-06,0.002040825563077,0,0.996274993113322,0.0754919
