time_H2O,H2O_ppm,,time_OH,OH_ppm,,time_Abs,Abs
7.79510022271717E-06,39.7394136807817,,1.4814667515113E-05,43.9475971346222,,1.75219023779724E-05,0.099241940049529
8.90868596881963E-06,42.0195439739414,,2.43596881959911E-05,45.8897177096525,,2.00250312891114E-05,0.102656414401359
1.0022271714922E-05,43.9739413680782,,5.27561247216036E-05,40.7695763312412,,2.25281602002503E-05,0.105217403689178
1.2249443207127E-05,45.928338762215,,8.03173719376392E-05,38.3599584042971,,2.62828535669587E-05,0.1086321450889
1.55902004454343E-05,47.557003257329,,0.000107878619154,37.220393953289,,3.2540675844806E-05,0.112260791850411
2.00445434298441E-05,47.0684039087948,,0.00013543986637,36.598877630623,,3.37922403003754E-05,0.114181400292328
2.67260579064588E-05,45.7654723127036,,0.000163001113586,36.0776286876362,,4.00500625782227E-05,0.11716993325583
3.11804008908686E-05,44.6254071661238,,0.000190562360802,35.6399358943821,,4.13016270337922E-05,0.119090541697748
3.67483296213809E-05,43.485342019544,,0.000218123608018,35.1688206412348,,4.50563204005006E-05,0.121651798033459
4.4543429844098E-05,41.6938110749186,,0.000245684855234,34.647571698248,,5.13141426783479E-05,0.123360103400944
5.12249443207127E-05,40.5537459283387,,0.00027324610245,34.2098789049939,,5.63204005006257E-05,0.124428027922528
6.23608017817372E-05,39.5765472312704,,0.000300807349666,33.7053411919536,,6.5081351689612E-05,0.12485663978978
7.57238307349666E-05,38.5993485342019,,0.000328368596882,33.1840922489668,,7.25907384230288E-05,0.124431499545128
8.46325167037862E-05,38.1107491856677,,0.000355929844098,32.6461320760335,,8.51063829787234E-05,0.123153942428035
9.57683741648107E-05,37.6221498371335,,0.000383491091314,32.1081719031002,,9.38673341677096E-05,0.121875584167265
0.00011135857461,37.1335504885993,,0.00041105233853,31.5702117301669,,9.7622027534418E-05,0.120382786448922
0.000121380846325,36.9706840390879,,0.000438613585746,31.0489627871801,,0.000106382978723,0.118891056922148
0.000136971046771,36.8078175895765,,0.000466174832962,30.5277138441933,,0.000111389236546,0.11675841245369
0.000155902004454,36.3192182410423,,0.000493736080178,29.9563312113669,,0.000118898623279,0.114412930815012
0.000170378619154,35.9934853420195,,0.000521297327394,29.4685047282732,,0.000120150187735,0.111639371404868
0.000184855233853,35.9934853420195,,0.00054885857461,28.8971220954468,,0.000126408010013,0.110360479048313
0.000202672605791,35.3420195439739,,0.000576419821826,28.37587315246,,0.000135168961202,0.108655378255536
0.000224944320713,34.8534201954397,,0.000603981069042,27.8546242094732,,0.000145181476846,0.106310430712644
0.000241648106904,34.3648208469055,,0.000631542316258,27.383508956326,,0.000155193992491,0.10311199810574
0.000259465478842,34.2019543973941,,0.000659103563474,26.8789712432857,,0.000158948685857,0.099698858993372
0.000281737193764,33.8762214983713,,0.00068666481069,26.391144760192,,0.000170212765957,0.096500693434361
0.000297327394209,33.7133550488599,,0.000714226057906,25.9534519669378,,0.00017521902378,0.094154677699899
0.000320712694878,33.2247557003257,,0.000741787305122,25.432203023951,,0.000182728410513,0.091595824795219
0.000337416481069,33.2247557003257,,0.000769348552339,24.9777990007503,,0.000188986232791,0.089676818640655
0.000360801781737,32.2475570032573,,0.000796909799555,24.5902398973357,,0.000202753441802,0.086052444645423
0.000378619153675,31.9218241042345,,0.000824471046771,24.1525471040816,,0.000212765957447,0.084347610900539
0.000400890868597,31.5960912052117,,0.000852032293987,23.7148543108274,,0.000222778473091,0.081149178293635
0.000418708240535,31.1074918566775,,0.000879593541203,23.3105839774663,,0.000239048811014,0.077098595862182
0.000432071269488,30.9446254071661,,0.000907154788419,22.9230248740517,,0.000246558197747,0.074753114223505
0.00045434298441,30.4560260586319,,0.000934716035635,22.502043310744,,0.000256570713392,0.07219479541461
0.00047438752784,30.1302931596091,,0.000962277282851,22.1144842073294,,0.00027409261577,0.068357851297052
0.000493318485523,29.8045602605863,,0.000987332962138,21.8315346740032,,0.000287859824781,0.065373591099828
0.000514476614699,29.3159609120521,,,,,0.000295369211514,0.063241480727154
0.000537861915367,28.6644951140065,,,,,0.000306633291615,0.060683428966151
0.000557906458797,28.1758957654723,,,,,0.000315394242804,0.058338214375366
0.000583518930958,27.5244299674267,,,,,0.000327909887359,0.055567058396253
0.000606904231626,27.3615635179153,,,,,0.000345431789737,0.052370228076703
0.000632516703786,26.8729641693811,,,,,0.000351689612015,0.050877964454145
0.000665924276169,26.0586319218241,,,,,0.000371714643304,0.048108410762386
0.000682628062361,26.0586319218241,,,,,0.000382978723404,0.045977101533389
0.000707126948775,25.7328990228013,,,,,0.000399249061327,0.044273603027967
0.000740534521158,25.0814332247557,,,,,0.00040675844806,0.042568235187299
0.000773942093541,24.5928338762215,,,,,0.000421777221527,0.040010984569973
0.000805122494432,23.9413680781759,,,,,0.00044055068836,0.038308020160336
0.000853006681514,23.1270358306189,,,,,0.000456821026283,0.036817892920917
0.000879732739421,22.8013029315961,,,,,0.000474342928661,0.033407691335364
0.000916481069042,21.9869706840391,,,,,0.000486858573217,0.031703391686265
0.000949888641425,21.4983713355049,,,,,0.000503128911139,0.030640006978852
0.000983296213808,20.8469055374593,,,,,0.00051689612015,0.029576088175654
,,,,,,0.000533166458073,0.027232475872223
,,,,,,0.000548185231539,0.025528710318909
,,,,,,0.000574468085106,0.023827348196626
,,,,,,0.000586983729662,0.022976533611538
,,,,,,0.000607008760951,0.02106046498379
,,,,,,0.000629536921151,0.019998415515839
,,,,,,0.000653316645807,0.018083148031768
,,,,,,0.000675844806008,0.016594356031811
,,,,,,0.000690863579474,0.015957446808511
,,,,,,0.000723404255319,0.014044048659687
,,,,,,0.000738423028786,0.013407139436387
,,,,,,0.000767209011264,0.012133053941894
,,,,,,0.000792240300375,0.010858167303724
,,,,,,0.000822277847309,0.009797720123127
,,,,,,0.000849812265332,0.00916348137875
,,,,,,0.000872340425532,0.007674689378793
,,,,,,0.000899874843554,0.00725382190042
,,,,,,0.000918648310388,0.007257827618805
,,,,,,0.000952440550688,0.006624924113891
,,,,,,0.0009774718398,0.005990151273729
,,,,,,0.000993742177722,0.005780251630327
