Time,H2O_ppm,Relative_Uncertainty,W
4.45e-15,1113.03,0.05,1e-09
4.45e-11,1113.03,0.05,1e-09
2.07e-10,1113.03,0.05,1e-09
3.69e-10,1113.03,0.05,1e-09
5.32e-10,1113.03,0.05,1e-09
7.81e-10,1113.03,0.05,1e-09
1.19e-09,1113.03,0.05,1e-09
1.89e-09,1113.03,0.05,1e-09
3.11e-09,1113.03,0.05,1e-09
5.2900000000000006e-09,1113.03,0.05,1e-09
1.07e-08,1113.03,0.05,1e-09
1.6100000000000002e-08,1113.03,0.05,1e-09
2.15e-08,1113.03,0.05,1e-09
2.69e-08,1113.03,0.05,1e-09
3.23e-08,1113.03,0.05,1e-09
3.86e-08,1113.03,0.05,1e-09
4.5e-08,1113.03,0.05,1e-09
5.1299999999999996e-08,1113.03,0.05,1e-09
6.099999999999999e-08,1113.03,0.05,1e-09
7.07e-08,1113.03,0.05,1e-09
8.039999999999999e-08,1113.03,0.05,1e-09
9.58e-08,1113.03,0.05,1e-09
1.2e-07,1113.03,0.05,1e-09
1.44e-07,1113.03,0.05,1e-09
1.68e-07,1113.03,0.05,1e-09
2.1300000000000001e-07,1113.04,0.05,1e-09
2.59e-07,1113.04,0.05,1e-09
3.05e-07,1113.05,0.05,1e-09
3.51e-07,1113.05,0.05,1e-09
3.97e-07,1113.06,0.05,1e-09
4.66e-07,1113.07,0.05,1e-09
5.35e-07,1113.08,0.05,1e-09
6.05e-07,1113.1,0.05,1e-09
6.74e-07,1113.11,0.05,1e-09
7.43e-07,1113.13,0.05,1e-09
8.520000000000001e-07,1113.16,0.05,1e-09
1.02e-06,1113.22,0.05,1e-09
1.13e-06,1113.26,0.05,1e-09
1.24e-06,1113.31,0.05,1e-09
1.34e-06,1113.36,0.05,1e-09
1.45e-06,1113.41,0.05,1e-09
1.56e-06,1113.47,0.05,1e-09
1.66e-06,1113.53,0.05,1e-09
1.77e-06,1113.59,0.05,1e-09
1.97e-06,1113.72,0.05,1e-09
2.17e-06,1113.85,0.05,1e-09
2.36e-06,1114.0,0.05,1e-09
2.56e-06,1114.16,0.05,1e-09
2.76e-06,1114.33,0.05,1e-09
2.95e-06,1114.51,0.05,1e-09
3.15e-06,1114.7,0.05,1e-09
3.45e-06,1115.0,0.05,1e-09
3.75e-06,1115.33,0.05,1e-09
4.05e-06,1115.67,0.05,1e-09
4.34e-06,1116.04,0.05,1e-09
4.64e-06,1116.42,0.05,1e-09
4.94e-06,1116.82,0.05,1e-09
5.24e-06,1117.24,0.05,1e-09
5.54e-06,1117.67,0.05,1e-09
5.83e-06,1118.12,0.05,1e-09
6.13e-06,1118.58,0.05,1e-09
6.43e-06,1119.06,0.05,1e-09
6.73e-06,1119.55,0.05,1e-09
7.03e-06,1120.05,0.05,1e-09
7.33e-06,1120.56,0.05,1e-09
7.62e-06,1121.09,0.05,1e-09
7.92e-06,1121.63,0.05,1e-09
8.22e-06,1122.18,0.05,1e-09
8.52e-06,1122.74,0.05,1e-09
8.82e-06,1123.3,0.05,1e-09
9.11e-06,1123.88,0.05,1e-09
9.41e-06,1124.47,0.05,1e-09
9.71e-06,1125.06,0.05,1e-09
1e-05,1125.67,0.05,1e-09
1.0300000000000001e-05,1126.28,0.05,1e-09
1.06e-05,1126.9,0.05,1e-09
1.09e-05,1127.52,0.05,1e-09
1.12e-05,1128.15,0.05,1e-09
1.15e-05,1128.79,0.05,1e-09
1.18e-05,1129.44,0.05,1e-09
1.21e-05,1130.09,0.05,1e-09
1.24e-05,1130.74,0.05,1e-09
1.27e-05,1131.4,0.05,1e-09
1.3000000000000001e-05,1132.07,0.05,1e-09
1.3300000000000001e-05,1132.74,0.05,1e-09
1.36e-05,1133.41,0.05,1e-09
1.39e-05,1134.09,0.05,1e-09
1.42e-05,1134.78,0.05,1e-09
1.4499999999999998e-05,1135.47,0.05,1e-09
1.4800000000000002e-05,1136.16,0.05,1e-09
1.51e-05,1136.85,0.05,1e-09
1.5399999999999998e-05,1137.55,0.05,1e-09
1.57e-05,1138.25,0.05,1e-09
1.6e-05,1138.96,0.05,1e-09
1.63e-05,1139.67,0.05,1e-09
1.66e-05,1140.38,0.05,1e-09
1.6899999999999997e-05,1141.09,0.05,1e-09
1.7199999999999998e-05,1141.81,0.05,1e-09
1.75e-05,1142.52,0.05,1e-09
1.7800000000000002e-05,1143.24,0.05,1e-09
1.82e-05,1144.33,0.05,1e-09
1.87e-05,1145.42,0.05,1e-09
1.91e-05,1146.51,0.05,1e-09
1.9600000000000002e-05,1147.61,0.05,1e-09
2e-05,1148.71,0.05,1e-09
2.05e-05,1149.82,0.05,1e-09
2.09e-05,1150.92,0.05,1e-09
2.13e-05,1152.03,0.05,1e-09
2.18e-05,1153.14,0.05,1e-09
2.22e-05,1154.26,0.05,1e-09
2.27e-05,1155.37,0.05,1e-09
2.3100000000000002e-05,1156.49,0.05,1e-09
2.36e-05,1157.61,0.05,1e-09
2.4e-05,1158.73,0.05,1e-09
2.45e-05,1159.85,0.05,1e-09
2.49e-05,1160.97,0.05,1e-09
2.54e-05,1162.09,0.05,1e-09
2.58e-05,1163.21,0.05,1e-09
2.6300000000000002e-05,1164.34,0.05,1e-09
2.6700000000000002e-05,1165.46,0.05,1e-09
2.72e-05,1166.58,0.05,1e-09
2.7600000000000003e-05,1167.71,0.05,1e-09
2.8100000000000002e-05,1168.83,0.05,1e-09
2.8499999999999998e-05,1169.95,0.05,1e-09
2.8999999999999997e-05,1171.08,0.05,1e-09
2.94e-05,1172.2,0.05,1e-09
2.99e-05,1173.33,0.05,1e-09
3.0299999999999998e-05,1174.45,0.05,1e-09
3.0799999999999996e-05,1175.57,0.05,1e-09
3.12e-05,1176.69,0.05,1e-09
3.17e-05,1177.81,0.05,1e-09
3.21e-05,1178.94,0.05,1e-09
3.26e-05,1180.06,0.05,1e-09
3.3e-05,1181.18,0.05,1e-09
3.34e-05,1182.3,0.05,1e-09
3.39e-05,1183.41,0.05,1e-09
3.43e-05,1184.53,0.05,1e-09
3.48e-05,1185.65,0.05,1e-09
3.5499999999999996e-05,1187.32,0.05,1e-09
3.6099999999999997e-05,1189.0,0.05,1e-09
3.68e-05,1190.67,0.05,1e-09
3.75e-05,1192.34,0.05,1e-09
3.82e-05,1194.0,0.05,1e-09
3.8799999999999994e-05,1195.67,0.05,1e-09
3.9500000000000005e-05,1197.33,0.05,1e-09
4.02e-05,1198.99,0.05,1e-09
4.0799999999999996e-05,1200.65,0.05,1e-09
4.15e-05,1202.31,0.05,1e-09
4.22e-05,1203.96,0.05,1e-09
4.29e-05,1205.61,0.05,1e-09
4.35e-05,1207.26,0.05,1e-09
4.4200000000000004e-05,1208.91,0.05,1e-09
4.49e-05,1210.55,0.05,1e-09
4.5600000000000004e-05,1212.19,0.05,1e-09
4.6200000000000005e-05,1213.83,0.05,1e-09
4.6899999999999995e-05,1215.47,0.05,1e-09
4.7600000000000005e-05,1217.1,0.05,1e-09
4.8200000000000006e-05,1218.73,0.05,1e-09
4.8899999999999996e-05,1220.36,0.05,1e-09
4.96e-05,1221.99,0.05,1e-09
5.03e-05,1223.61,0.05,1e-09
5.0900000000000004e-05,1225.23,0.05,1e-09
5.16e-05,1226.85,0.05,1e-09
5.2300000000000004e-05,1228.47,0.05,1e-09
5.3e-05,1230.08,0.05,1e-09
5.4000000000000005e-05,1232.53,0.05,1e-09
5.5e-05,1234.97,0.05,1e-09
5.6000000000000006e-05,1237.41,0.05,1e-09
5.6999999999999996e-05,1239.84,0.05,1e-09
5.8099999999999996e-05,1242.26,0.05,1e-09
5.91e-05,1244.68,0.05,1e-09
6.01e-05,1247.1,0.05,1e-09
6.11e-05,1249.5,0.05,1e-09
6.22e-05,1251.91,0.05,1e-09
6.32e-05,1254.3,0.05,1e-09
6.42e-05,1256.7,0.05,1e-09
6.52e-05,1259.08,0.05,1e-09
6.620000000000001e-05,1261.46,0.05,1e-09
6.73e-05,1263.84,0.05,1e-09
6.829999999999999e-05,1266.21,0.05,1e-09
6.929999999999999e-05,1268.57,0.05,1e-09
7.03e-05,1270.93,0.05,1e-09
7.190000000000001e-05,1274.5,0.05,1e-09
7.340000000000001e-05,1278.05,0.05,1e-09
7.5e-05,1281.59,0.05,1e-09
7.65e-05,1285.12,0.05,1e-09
7.809999999999999e-05,1288.64,0.05,1e-09
7.96e-05,1292.15,0.05,1e-09
8.120000000000001e-05,1295.64,0.05,1e-09
8.27e-05,1299.13,0.05,1e-09
8.43e-05,1302.6,0.05,1e-09
8.58e-05,1306.06,0.05,1e-09
8.82e-05,1311.31,0.05,1e-09
9.059999999999999e-05,1316.53,0.05,1e-09
9.290000000000001e-05,1321.73,0.05,1e-09
9.53e-05,1326.9,0.05,1e-09
9.76e-05,1332.05,0.05,1e-09
0.0001,1337.17,0.05,1e-09
0.000102,1342.27,0.05,1e-09
0.000105,1347.35,0.05,1e-09
0.00010700000000000001,1352.4,0.05,1e-09
0.000109,1357.43,0.05,1e-09
0.00011200000000000001,1362.43,0.05,1e-09
0.00011399999999999999,1367.42,0.05,1e-09
0.000117,1372.38,0.05,1e-09
0.00011899999999999999,1377.32,0.05,1e-09
0.000121,1382.24,0.05,1e-09
0.000124,1387.13,0.05,1e-09
0.000126,1392.01,0.05,1e-09
0.000128,1396.86,0.05,1e-09
0.000131,1401.69,0.05,1e-09
0.000133,1406.5,0.05,1e-09
0.000135,1411.29,0.05,1e-09
0.000138,1416.06,0.05,1e-09
0.00014,1420.81,0.05,1e-09
0.00014199999999999998,1425.54,0.05,1e-09
0.000145,1430.25,0.05,1e-09
0.000147,1434.94,0.05,1e-09
0.00015,1439.61,0.05,1e-09
0.000152,1444.26,0.05,1e-09
0.000154,1448.9,0.05,1e-09
0.000157,1453.51,0.05,1e-09
0.00016,1460.62,0.05,1e-09
0.000164,1467.69,0.05,1e-09
0.000168,1474.72,0.05,1e-09
0.000171,1481.7,0.05,1e-09
0.000175,1488.64,0.05,1e-09
0.00017900000000000001,1495.53,0.05,1e-09
0.000182,1502.38,0.05,1e-09
0.00018600000000000002,1509.19,0.05,1e-09
0.00018999999999999998,1515.96,0.05,1e-09
0.000193,1522.69,0.05,1e-09
0.000197,1529.37,0.05,1e-09
0.0002,1536.02,0.05,1e-09
0.000204,1542.62,0.05,1e-09
0.00020800000000000001,1549.19,0.05,1e-09
0.00021099999999999998,1555.72,0.05,1e-09
0.000215,1562.2,0.05,1e-09
0.00021899999999999998,1568.65,0.05,1e-09
0.00022200000000000003,1575.06,0.05,1e-09
0.000226,1581.43,0.05,1e-09
0.00022999999999999998,1587.77,0.05,1e-09
0.000233,1594.07,0.05,1e-09
0.00023700000000000001,1600.33,0.05,1e-09
0.000241,1606.55,0.05,1e-09
0.000244,1612.73,0.05,1e-09
0.000248,1618.88,0.05,1e-09
0.000252,1625.0,0.05,1e-09
0.00025499999999999996,1631.08,0.05,1e-09
0.000259,1637.12,0.05,1e-09
0.000263,1643.13,0.05,1e-09
0.000266,1649.1,0.05,1e-09
0.00027,1655.04,0.05,1e-09
0.00027400000000000005,1660.94,0.05,1e-09
0.000277,1666.81,0.05,1e-09
0.000281,1672.64,0.05,1e-09
0.000285,1678.44,0.05,1e-09
0.000288,1684.21,0.05,1e-09
0.000292,1689.94,0.05,1e-09
0.000296,1695.64,0.05,1e-09
0.000299,1701.31,0.05,1e-09
0.000303,1706.95,0.05,1e-09
0.000307,1712.55,0.05,1e-09
0.000312,1720.95,0.05,1e-09
0.00031800000000000003,1729.28,0.05,1e-09
0.000323,1737.53,0.05,1e-09
