time,Absorbance_227,Relative_Uncertainty,W
1.14e-15,0.0982628,0.1,1e-09
1.0800000000000001e-11,0.0982628,0.1,1e-09
4.49e-11,0.0982628,0.1,1e-09
7.900000000000001e-11,0.0982628,0.1,1e-09
1.13e-10,0.0982627,0.1,1e-09
1.4699999999999998e-10,0.0982627,0.1,1e-09
2.19e-10,0.0982627,0.1,1e-09
3.5000000000000003e-10,0.0982626,0.1,1e-09
5.820000000000001e-10,0.09826239999999999,0.1,1e-09
9.91e-10,0.0982621,0.1,1e-09
1.7600000000000001e-09,0.0982616,0.1,1e-09
3.6599999999999998e-09,0.09826030000000001,0.1,1e-09
5.550000000000001e-09,0.098259,0.1,1e-09
6.579999999999999e-09,0.0982582,0.1,1e-09
7.6e-09,0.0982575,0.1,1e-09
8.63e-09,0.0982569,0.1,1e-09
1.04e-08,0.0982557,0.1,1e-09
1.22e-08,0.0982545,0.1,1e-09
1.4e-08,0.0982533,0.1,1e-09
1.57e-08,0.09825210000000001,0.1,1e-09
1.8999999999999998e-08,0.09825,0.1,1e-09
2.2200000000000004e-08,0.0982479,0.1,1e-09
2.96e-08,0.0982433,0.1,1e-09
3.7e-08,0.0982388,0.1,1e-09
4.440000000000001e-08,0.0982345,0.1,1e-09
5.1799999999999994e-08,0.0982304,0.1,1e-09
5.92e-08,0.0982265,0.1,1e-09
7.809999999999999e-08,0.0982171,0.1,1e-09
9.7e-08,0.09820889999999999,0.1,1e-09
1.1599999999999999e-07,0.09820169999999999,0.1,1e-09
1.35e-07,0.09819560000000001,0.1,1e-09
1.54e-07,0.0981906,0.1,1e-09
1.83e-07,0.0981847,0.1,1e-09
2.1300000000000001e-07,0.0981815,0.1,1e-09
2.43e-07,0.0981809,0.1,1e-09
2.73e-07,0.09818289999999999,0.1,1e-09
3.03e-07,0.0981875,0.1,1e-09
3.33e-07,0.0981946,0.1,1e-09
3.6299999999999995e-07,0.09820419999999999,0.1,1e-09
4.0799999999999995e-07,0.0982233,0.1,1e-09
4.52e-07,0.0982479,0.1,1e-09
4.970000000000001e-07,0.09827799999999999,0.1,1e-09
5.420000000000001e-07,0.09831360000000001,0.1,1e-09
5.870000000000001e-07,0.0983544,0.1,1e-09
6.32e-07,0.0984005,0.1,1e-09
6.77e-07,0.0984518,0.1,1e-09
7.620000000000001e-07,0.09856369999999999,0.1,1e-09
8.48e-07,0.0986937,0.1,1e-09
9.340000000000001e-07,0.0988413,0.1,1e-09
1.02e-06,0.099006,0.1,1e-09
1.1e-06,0.0991873,0.1,1e-09
1.19e-06,0.09938480000000001,0.1,1e-09
1.28e-06,0.09959789999999999,0.1,1e-09
1.36e-06,0.0998263,0.1,1e-09
1.45e-06,0.100069,0.1,1e-09
1.53e-06,0.100327,0.1,1e-09
1.62e-06,0.100598,0.1,1e-09
1.7e-06,0.100883,0.1,1e-09
1.79e-06,0.10117999999999999,0.1,1e-09
1.88e-06,0.10149,0.1,1e-09
1.96e-06,0.101813,0.1,1e-09
2.05e-06,0.102147,0.1,1e-09
