Time,H2O_ppm,Relative_Uncertainty,W
3.78E-15,1113.03,0.05,0.012961896
3.69E-11,1113.03,0.05,0.012961896
1.53E-10,1113.03,0.05,0.012961896
2.69E-10,1113.03,0.05,0.012961896
3.85E-10,1113.03,0.05,0.012961896
5.01E-10,1113.03,0.05,0.012961896
7.46E-10,1113.03,0.05,0.012961896
1.19E-09,1113.03,0.05,0.012961896
1.98E-09,1113.03,0.05,0.012961896
3.43E-09,1113.03,0.05,0.012961896
7.22E-09,1113.03,0.05,0.012961896
1.10E-08,1113.03,0.05,0.012961896
1.48E-08,1113.03,0.05,0.012961896
1.86E-08,1113.03,0.05,0.012961896
2.24E-08,1113.03,0.05,0.012961896
2.65E-08,1113.03,0.05,0.012961896
3.06E-08,1113.03,0.05,0.012961896
3.47E-08,1113.03,0.05,0.012961896
4.19E-08,1113.03,0.05,0.012961896
4.91E-08,1113.03,0.05,0.012961896
5.64E-08,1113.03,0.05,0.012961896
6.36E-08,1113.03,0.05,0.012961896
7.64E-08,1113.03,0.05,0.012961896
9.78E-08,1113.03,0.05,0.012961896
1.19E-07,1113.03,0.05,0.012961896
1.41E-07,1113.04,0.05,0.012961896
1.62E-07,1113.04,0.05,0.012961896
1.96E-07,1113.04,0.05,0.012961896
2.30E-07,1113.05,0.05,0.012961896
2.64E-07,1113.06,0.05,0.012961896
2.98E-07,1113.07,0.05,0.012961896
3.32E-07,1113.08,0.05,0.012961896
3.66E-07,1113.09,0.05,0.012961896
3.99E-07,1113.1,0.05,0.012961896
4.52E-07,1113.12,0.05,0.012961896
5.35E-07,1113.15,0.05,0.012961896
6.17E-07,1113.19,0.05,0.012961896
7.00E-07,1113.23,0.05,0.012961896
7.82E-07,1113.28,0.05,0.012961896
8.65E-07,1113.34,0.05,0.012961896
9.47E-07,1113.4,0.05,0.012961896
1.03E-06,1113.46,0.05,0.012961896
1.11E-06,1113.53,0.05,0.012961896
1.19E-06,1113.61,0.05,0.012961896
1.29E-06,1113.7,0.05,0.012961896
1.39E-06,1113.8,0.05,0.012961896
1.49E-06,1113.91,0.05,0.012961896
1.59E-06,1114.02,0.05,0.012961896
1.69E-06,1114.14,0.05,0.012961896
1.79E-06,1114.26,0.05,0.012961896
1.94E-06,1114.46,0.05,0.012961896
2.09E-06,1114.68,0.05,0.012961896
2.24E-06,1114.91,0.05,0.012961896
2.40E-06,1115.15,0.05,0.012961896
2.55E-06,1115.4,0.05,0.012961896
2.70E-06,1115.67,0.05,0.012961896
2.85E-06,1115.94,0.05,0.012961896
3.01E-06,1116.22,0.05,0.012961896
3.16E-06,1116.52,0.05,0.012961896
3.31E-06,1116.82,0.05,0.012961896
3.46E-06,1117.13,0.05,0.012961896
3.62E-06,1117.46,0.05,0.012961896
3.77E-06,1117.79,0.05,0.012961896
3.92E-06,1118.13,0.05,0.012961896
4.07E-06,1118.47,0.05,0.012961896
4.23E-06,1118.83,0.05,0.012961896
4.38E-06,1119.19,0.05,0.012961896
4.53E-06,1119.56,0.05,0.012961896
4.68E-06,1119.93,0.05,0.012961896
4.84E-06,1120.31,0.05,0.012961896
4.99E-06,1120.7,0.05,0.012961896
5.14E-06,1121.1,0.05,0.012961896
5.29E-06,1121.5,0.05,0.012961896
5.45E-06,1121.9,0.05,0.012961896
5.60E-06,1122.31,0.05,0.012961896
5.75E-06,1122.73,0.05,0.012961896
5.90E-06,1123.15,0.05,0.012961896
6.06E-06,1123.58,0.05,0.012961896
6.21E-06,1124.01,0.05,0.012961896
6.36E-06,1124.44,0.05,0.012961896
6.51E-06,1124.88,0.05,0.012961896
6.67E-06,1125.33,0.05,0.012961896
6.82E-06,1125.77,0.05,0.012961896
6.97E-06,1126.23,0.05,0.012961896
7.12E-06,1126.68,0.05,0.012961896
7.28E-06,1127.14,0.05,0.012961896
7.43E-06,1127.6,0.05,0.012961896
7.66E-06,1128.3,0.05,0.012961896
7.89E-06,1129.01,0.05,0.012961896
8.12E-06,1129.73,0.05,0.012961896
8.35E-06,1130.45,0.05,0.012961896
8.58E-06,1131.18,0.05,0.012961896
8.81E-06,1131.91,0.05,0.012961896
9.04E-06,1132.65,0.05,0.012961896
9.27E-06,1133.39,0.05,0.012961896
9.49E-06,1134.14,0.05,0.012961896
9.72E-06,1134.89,0.05,0.012961896
9.95E-06,1135.65,0.05,0.012961896
1.02E-05,1136.41,0.05,0.012961896
1.04E-05,1137.17,0.05,0.012961896
1.06E-05,1137.94,0.05,0.012961896
1.09E-05,1138.71,0.05,0.012961896
1.11E-05,1139.48,0.05,0.012961896
1.13E-05,1140.26,0.05,0.012961896
1.16E-05,1141.04,0.05,0.012961896
1.18E-05,1141.82,0.05,0.012961896
1.20E-05,1142.6,0.05,0.012961896
1.22E-05,1143.39,0.05,0.012961896
1.25E-05,1144.17,0.05,0.012961896
1.27E-05,1144.96,0.05,0.012961896
1.29E-05,1145.75,0.05,0.012961896
1.32E-05,1146.55,0.05,0.012961896
1.34E-05,1147.34,0.05,0.012961896
1.36E-05,1148.14,0.05,0.012961896
1.39E-05,1148.93,0.05,0.012961896
1.41E-05,1149.73,0.05,0.012961896
1.43E-05,1150.53,0.05,0.012961896
1.45E-05,1151.33,0.05,0.012961896
1.48E-05,1152.13,0.05,0.012961896
1.50E-05,1152.93,0.05,0.012961896
1.52E-05,1153.74,0.05,0.012961896
1.55E-05,1154.54,0.05,0.012961896
1.57E-05,1155.35,0.05,0.012961896
1.59E-05,1156.15,0.05,0.012961896
1.62E-05,1156.96,0.05,0.012961896
1.64E-05,1157.76,0.05,0.012961896
1.67E-05,1158.98,0.05,0.012961896
1.71E-05,1160.2,0.05,0.012961896
1.74E-05,1161.42,0.05,0.012961896
1.78E-05,1162.64,0.05,0.012961896
1.81E-05,1163.86,0.05,0.012961896
1.85E-05,1165.08,0.05,0.012961896
1.88E-05,1166.3,0.05,0.012961896
1.92E-05,1167.52,0.05,0.012961896
1.95E-05,1168.74,0.05,0.012961896
1.98E-05,1169.97,0.05,0.012961896
2.02E-05,1171.19,0.05,0.012961896
2.05E-05,1172.41,0.05,0.012961896
2.09E-05,1173.63,0.05,0.012961896
2.12E-05,1174.85,0.05,0.012961896
2.16E-05,1176.07,0.05,0.012961896
2.19E-05,1177.29,0.05,0.012961896
2.23E-05,1178.51,0.05,0.012961896
2.26E-05,1179.73,0.05,0.012961896
2.30E-05,1180.95,0.05,0.012961896
2.33E-05,1182.17,0.05,0.012961896
2.37E-05,1183.38,0.05,0.012961896
2.40E-05,1184.6,0.05,0.012961896
2.43E-05,1185.82,0.05,0.012961896
2.47E-05,1187.03,0.05,0.012961896
2.50E-05,1188.25,0.05,0.012961896
2.54E-05,1189.46,0.05,0.012961896
2.57E-05,1190.68,0.05,0.012961896
2.61E-05,1191.89,0.05,0.012961896
2.64E-05,1193.1,0.05,0.012961896
2.68E-05,1194.31,0.05,0.012961896
2.73E-05,1196.13,0.05,0.012961896
2.78E-05,1197.95,0.05,0.012961896
2.83E-05,1199.76,0.05,0.012961896
2.89E-05,1201.57,0.05,0.012961896
2.94E-05,1203.38,0.05,0.012961896
2.99E-05,1205.19,0.05,0.012961896
3.04E-05,1207,0.05,0.012961896
3.09E-05,1208.8,0.05,0.012961896
3.15E-05,1210.61,0.05,0.012961896
3.20E-05,1212.41,0.05,0.012961896
3.25E-05,1214.21,0.05,0.012961896
3.30E-05,1216.01,0.05,0.012961896
3.35E-05,1217.8,0.05,0.012961896
3.41E-05,1219.6,0.05,0.012961896
3.46E-05,1221.39,0.05,0.012961896
3.51E-05,1223.18,0.05,0.012961896
3.56E-05,1224.97,0.05,0.012961896
3.61E-05,1226.75,0.05,0.012961896
3.67E-05,1228.54,0.05,0.012961896
3.72E-05,1230.32,0.05,0.012961896
3.77E-05,1232.1,0.05,0.012961896
3.85E-05,1234.82,0.05,0.012961896
3.93E-05,1237.53,0.05,0.012961896
4.01E-05,1240.24,0.05,0.012961896
4.09E-05,1242.94,0.05,0.012961896
4.17E-05,1245.64,0.05,0.012961896
4.25E-05,1248.34,0.05,0.012961896
4.33E-05,1251.03,0.05,0.012961896
4.41E-05,1253.71,0.05,0.012961896
4.48E-05,1256.39,0.05,0.012961896
4.56E-05,1259.07,0.05,0.012961896
4.64E-05,1261.75,0.05,0.012961896
4.72E-05,1264.42,0.05,0.012961896
4.80E-05,1267.08,0.05,0.012961896
4.88E-05,1269.74,0.05,0.012961896
4.96E-05,1272.4,0.05,0.012961896
5.09E-05,1276.53,0.05,0.012961896
5.21E-05,1280.64,0.05,0.012961896
5.33E-05,1284.75,0.05,0.012961896
5.46E-05,1288.85,0.05,0.012961896
5.58E-05,1292.94,0.05,0.012961896
5.70E-05,1297.02,0.05,0.012961896
5.83E-05,1301.09,0.05,0.012961896
5.95E-05,1305.15,0.05,0.012961896
6.07E-05,1309.2,0.05,0.012961896
6.20E-05,1313.24,0.05,0.012961896
6.32E-05,1317.27,0.05,0.012961896
6.45E-05,1321.29,0.05,0.012961896
6.63E-05,1327.38,0.05,0.012961896
6.82E-05,1333.44,0.05,0.012961896
7.01E-05,1339.49,0.05,0.012961896
7.20E-05,1345.51,0.05,0.012961896
7.38E-05,1351.51,0.05,0.012961896
7.57E-05,1357.5,0.05,0.012961896
7.76E-05,1363.46,0.05,0.012961896
7.95E-05,1369.4,0.05,0.012961896
8.14E-05,1375.32,0.05,0.012961896
8.32E-05,1381.23,0.05,0.012961896
8.51E-05,1387.11,0.05,0.012961896
8.70E-05,1392.98,0.05,0.012961896
8.89E-05,1398.82,0.05,0.012961896
9.08E-05,1404.65,0.05,0.012961896
9.26E-05,1410.46,0.05,0.012961896
9.45E-05,1416.25,0.05,0.012961896
9.64E-05,1422.02,0.05,0.012961896
9.83E-05,1427.77,0.05,0.012961896
0.0001,1433.51,0.05,0.012961896
0.000102,1439.22,0.05,0.012961896
0.000104,1444.92,0.05,0.012961896
0.000106,1450.6,0.05,0.012961896
0.000108,1456.27,0.05,0.012961896
0.00011,1461.92,0.05,0.012961896
0.000111,1467.55,0.05,0.012961896
0.000113,1473.16,0.05,0.012961896
0.000115,1478.76,0.05,0.012961896
0.000117,1484.34,0.05,0.012961896
0.000119,1489.9,0.05,0.012961896
0.000121,1495.45,0.05,0.012961896
0.000124,1503.8,0.05,0.012961896
0.000126,1512.12,0.05,0.012961896
0.000129,1520.41,0.05,0.012961896
0.000132,1528.65,0.05,0.012961896
0.000135,1536.87,0.05,0.012961896
0.000138,1545.04,0.05,0.012961896
0.000141,1553.18,0.05,0.012961896
0.000144,1561.29,0.05,0.012961896
0.000148,1573.68,0.05,0.012961896
0.000152,1585.98,0.05,0.012961896
0.000157,1598.21,0.05,0.012961896
0.000161,1610.36,0.05,0.012961896
0.000165,1622.43,0.05,0.012961896
0.00017,1634.43,0.05,0.012961896
0.000174,1646.35,0.05,0.012961896
0.000178,1658.19,0.05,0.012961896
0.000183,1669.96,0.05,0.012961896
0.000187,1681.65,0.05,0.012961896
0.000192,1693.27,0.05,0.012961896
0.000196,1704.82,0.05,0.012961896
0.0002,1716.3,0.05,0.012961896
0.000205,1727.71,0.05,0.012961896
0.000209,1739.04,0.05,0.012961896
0.000213,1750.31,0.05,0.012961896
0.000218,1761.51,0.05,0.012961896
0.000222,1772.63,0.05,0.012961896
0.000226,1783.69,0.05,0.012961896
0.000231,1794.69,0.05,0.012961896
0.000235,1805.61,0.05,0.012961896
0.00024,1816.47,0.05,0.012961896
0.000244,1827.26,0.05,0.012961896
0.000248,1837.99,0.05,0.012961896
0.000253,1848.65,0.05,0.012961896
0.000257,1859.25,0.05,0.012961896
0.000261,1869.78,0.05,0.012961896
0.000266,1880.25,0.05,0.012961896
0.00027,1890.66,0.05,0.012961896
0.000274,1901,0.05,0.012961896
0.000279,1911.28,0.05,0.012961896
0.000283,1921.5,0.05,0.012961896
0.000288,1931.66,0.05,0.012961896
0.000292,1941.75,0.05,0.012961896
0.000296,1951.79,0.05,0.012961896
0.000301,1961.76,0.05,0.012961896
0.000305,1971.68,0.05,0.012961896
0.000309,1981.54,0.05,0.012961896
0.000314,1991.33,0.05,0.012961896
0.000318,2001.07,0.05,0.012961896
0.000322,2010.75,0.05,0.012961896
0.000327,2020.37,0.05,0.012961896
0.000331,2029.94,0.05,0.012961896
0.000336,2039.44,0.05,0.012961896
0.00034,2048.89,0.05,0.012961896
0.000344,2058.28,0.05,0.012961896
0.000349,2067.62,0.05,0.012961896
0.000353,2076.9,0.05,0.012961896
0.000357,2086.13,0.05,0.012961896
0.000362,2095.3,0.05,0.012961896
0.000366,2104.41,0.05,0.012961896
0.000373,2118.12,0.05,0.012961896
0.000379,2131.7,0.05,0.012961896
0.000386,2145.16,0.05,0.012961896
0.000393,2158.5,0.05,0.012961896
0.000399,2171.71,0.05,0.012961896
0.000406,2184.81,0.05,0.012961896
0.000412,2197.79,0.05,0.012961896
0.000419,2210.65,0.05,0.012961896
0.000426,2223.4,0.05,0.012961896
0.000432,2236.03,0.05,0.012961896
0.000439,2248.55,0.05,0.012961896
0.000445,2260.96,0.05,0.012961896
0.000452,2273.25,0.05,0.012961896
0.000459,2285.44,0.05,0.012961896
0.000465,2297.51,0.05,0.012961896
0.000472,2309.48,0.05,0.012961896
0.000478,2321.34,0.05,0.012961896
0.000485,2333.09,0.05,0.012961896
0.000492,2344.74,0.05,0.012961896
0.000498,2356.28,0.05,0.012961896
0.000505,2367.72,0.05,0.012961896
0.000515,2385.03,0.05,0.012961896
0.000525,2402.11,0.05,0.012961896
0.000535,2418.96,0.05,0.012961896
